shift_id,note,category
S108094,"lift out of orde,r everything carried up stairs, took long",equipment_failure
S108510,ok,blank
S101480,stood in for Dlamini,routine
S109289,client signed for the extra hrs but real reason is relief no show agn,absence_cover
S102835,"relef only arrived 6am, stayed until then..",absence_cover
S108064,baloyi off sick. agn. covered.,absence_cover
S100548,stood in for fourie,routine
S105079,"control room says relief coming, nobody came",absence_cover
S107135,Centre mgr requested additional cover for stocktake,client_requested
S104344,"Jacobs absent, took her rounds as well",absence_cover
S101630,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S103170,fine,blank
S101566,sharp,blank
S102828,akukho lutho,routine
S107529,"worked through, Zulu at the clinic",absence_cover
S107515,akukho lutho,routine
S108864,"aflos het nie opgedaag nie, moes aanbly",absence_cover
S108457,shitf handover delayed by 25 min,late_handover
S106995,"double duty today, Adams on family responsibility leave",absence_cover
S104151,"handover late again, keys missing",late_handover
S103790,"worked through, dlamini at the clinic",absence_cover
S101197,ntr,blank
S101718,fine,blank
S101587,"late handover, waitng on paperwork",late_handover
S107156,"usithole akezanga namhlanje, ngimeel yena",absence_cover
S101092,no issues on site,routine
S106356,"worked through, Sithole at the clinic",absence_cover
S102632,"uMahlangu akezanga namhlanje, ngimele yena..",absence_cover
S107359,"additional cover requested by site manager, signed off",client_requested
S102118,all quiet,routine
S108650,"double duty today, Hendricks on family responsibility leave",absence_cover
S105655,"handover late agn, keys missing",late_handover
S107623,Centre manager requested additional cover for stocktake,client_requested
S108743,"worked through, Mokoena at the clinic",absence_cover
S100665,"Molefe absent, took her rounds as well",absence_cover
S103435,"gedek vir Wyk, siek gemeld",absence_cover
S106108,RELIEF NO SHOW AGAIN,absence_cover
S105842,"relief never arrived, stayed on till six",absence_cover
S106086,"extra patrol per client email, approved by office !",client_requested
S104859,"extra patrol per client email, approved by office",client_requested
S107212,,blank
S103756,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S104304,double shift because relief never pitched,absence_cover
S100332,"covering Zulu post, no show no call",absence_cover
S102371,Khumalo off sick. again. covered.,absence_cover
S107991,Covered for Ndlovu agn - 3rd time this month,absence_cover
S100302,client requested deep clean before the audit - approved,client_requested
S102062,"double duty today, Pillay on family responsibility leave",absence_cover
S107810,"oorhandiging was laat, gewag vir sleutels",late_handover
S106116,"gedek vir Zulu, siek gemeld..",absence_cover
S104043,"waited 25 min for handover, OB book not signed",late_handover
S104333,Next shift guard did not pitch. Had to cover.,absence_cover
S104906,"machine down agn, took twice as long",equipment_failure
S105451,all quiet,routine
S108872,"late handover, waiting on paperwork",late_handover
S108027,klient het ekstra ure gevra vir stocktake,client_requested
S107476,"worked through, Sibiya at the clinic",absence_cover
S102766,.,blank
S103672,no issues on site,routine
S105472,-,blank
S107747,"machine down agn, took twice as long",equipment_failure
S107208,shift handover delayed by 30 min !,late_handover
S107555,SHIFT HANDOVER DELAYED BY 40 MIN,late_handover
S100891,no relief. stayed. someone must please srt the roster,absence_cover
S106282,"CLIENT ASKED US TO STAY FOR THE DELIVERY, OK'D BY CENTRE MGMT",client_requested
S102843,as per normal,routine
S109339,double shift beacuse relief never pitched,absence_cover
S104674,quiet shift,routine
S102694,ok,blank
S101629,Cetre manager requested additional cover for stocktake,client_requested
S109086,nothing to report,routine
S108692,klient het ekstra ure gevra vir stocktake,client_requested
S107462,"handover late again, keys missing",late_handover
S106103,covered for molefe again - 3rd time this month,absence_cover
S105103,-,blank
S106879,"uMavuso akezana namhlanje, ngimele yean",absence_cover
S104654,"handover late again, keys missing",late_handover
S101764,"STOCKTAKE RAN OVER, CLIENT ASKD US TO REMAIN, THEY KNOW THEY PAY FOR IT..",client_requested
S100498,"stocktake ran over, client asked us to remain, they know tehy pay for it",client_requested
S102011,all good,routine
S103449,"client asked us to stay for the deliverry, ok'd by centre mgmt..",client_requested
S105682,all quiet,routine
S106607,"wroked through, Mabaso at the clinic",absence_cover
S102744,Client requested deep clean before the audit - approved !,client_requested
S103824,nothing to report,routine
S107616,-,blank
S106424,covering for molefe - booked off sick,absence_cover
S106137,"waited 45 min for handover, ob book not signed",late_handover
S102719,"machine down agn, took twice as long",equipment_failure
S101504,"took Sithole shift as well, 2 posts 1 guard",routine
S102874,"Ngcobo didnt come in, covered the post",absence_cover
S105098,"requessted by centre management for load in, signed off",client_requested
S105180,"took Baloyi shift as well, 2 posts 1 guard",absence_cover
S107046,"waited 40 min for handover, OB book not signed",late_handover
S102676,"worked through, motaung at the clinic !",absence_cover
S105322,extra hours approved by client for the event setup,client_requested
S107350,Centre manager requested additional cover for stocktake,client_requested
S107707,no relief. stayed. someone must pls sort the roster,absence_cover
S106277,"Fourie didnt come in, covered the post",absence_cover
S108049,"client wanted extra man on the gate for the event, approved",client_requested
S101735,as per normal,routine
S103842,"took Radebe shift as well, 2 posts 1 guard",absence_cover
S100398,"double duty today, adams on family responsibility leave",absence_cover
S100319,"client asked us to stay for the delivery, ok'd by centre mgmt",client_requested
S108777,no incidents,absence_cover
S106576,"control room says relief coming, nobody came",absence_cover
S108538,nothing to report,routine
S106370,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S107336,"client wanted extra man on the gate for the event, approved",client_requested
S106801,"took Sibiya shift as well, 2 posts 1 gurad !",routine
S100331,"late handover, waitting on paperwork..",late_handover
S101887,extra hrs approved by client for the event setup..,client_requested
S100525,"requested by centre management for load in, signed off",client_requested
S102246,"next shift akafikanga, ngihlale kuze kube six",absence_cover
S108330,ok,blank
S105314,"khumalo didnt comme in, covered the post",absence_cover
S103111,"requested by centre management for load in, signed off",client_requested
S106974,covering for wyk - booked off sck,absence_cover
S102866,"aflos het nie opgedaag nie, moes aanbly",absence_cover
S101384,stod in for Sithole,routine
S106096,"ufourie akezanga namhlanje, ngimele yena",absence_cover
S107944,"requested by centre management for load in, signed off",client_requested
S101166,klient het ekstra ure gevra vir stocktake,client_requested
S104424,all quiet,routine
S102408,"wated 40 min for handover, OB book not signed",late_handover
S106818,.,blank
S107060,Covered for Botha again - 3rd time this month..,absence_cover
S100307,"additional cover requested by site mgr, signed off",client_requested
S103057,no incidents,absence_cover
S106569,"gedek vir Mokoena, siek gemeld..",absence_cover
S100134,"waited 20 min for handover, OB book not signed",late_handover
S100649,Client requested deep clean before the audit - approved,client_requested
S102054,kllient het ekstra ure gevra vir stocktake,client_requested
S106281,Covred for Mavuso again - 3rd time this month,absence_cover
S105582,"generator fault, stayed to monitor",equipment_failure
S103702,stood in for Mokoena,absence_cover
S100773,as per normal,routine
S103475,all good,routine
S101458,"COVERING MAHLANGU POST, NO SHOW NO CALL",absence_cover
S108745,"late handover, waiting on paperwork",late_handover
S108265,no relief. stayed. someone mut please sort the roster,absence_cover
S107404,n/a,blank
S107077,stood in for Sibiya,absence_cover
S105755,"lift out of order, everything carried up stairs, took loong",equipment_failure
S106286,"late handover, waiting on paperwork",late_handover
S106440,"next shift akafikanga, ngihlale kuze kube six",absence_cover
S102086,all quiet,routine
S103486,"worked through, Wyk at the clinic",absence_cover
S103158,"waited 25 min for handover, OB book not signed",late_handover
S102971,extra hours approved by client for the event setup,client_requested
S101051,fine,blank
S105647,Client asked for extra patrol after the break-in Tuesday,client_requested
S101820,"covering Ngcobo post, no show no call",absence_cover
S101768,"generator fault, stayed to monitor",equipment_failure
S106091,"worked through, mavuso at the clinic",absence_cover
S105295,n/a,blank
S107709,no relief. stayed. someone must please sort the roster,absence_cover
S107617,"handover lae again, keys missing",late_handover
S103039,"waited 50 min for handover, OB book not signed",late_handover
S101609,"covering Cele post, no show no call",absence_cover
S109137,extra hours approved by client for the event setup,client_requested
S105287,as per normal,routine
S105958,quiet shift,routine
S109346,all good,routine
S108892,"worked through, Sibiya at the clinic",absence_cover
S107950,"handover late again, keys missiing",late_handover
S108035,"client wanted extra man on the gate for the event, approved",client_requested
S102930,"additional cover requested by site manager, signed off",client_requested
S107017,niks om te rapporteer nie,routine
S101524,"control room says relief coming, nobody camme",absence_cover
S106728,"nexxt shift akafikanga, ngihlale kuze kube 06h00",absence_cover
S106394,klient het ekstrra ure gevra vir stocktake,client_requested
S104415,Covered for Mthembu agn - 3rd time this month,absence_cover
S103765,"extra patrol per client email, approved by office",client_requested
S100558,"requested by centre management for load in, signed off",client_requested
S103614,"additional cover requested by site manager, signed off",client_requested
S105922,Covered for Wyk again - 3rd time this month..,absence_cover
S106407,Naidoo off sick. again. covered.,absence_cover
S101313,sharp,blank
S106100,"waited 50 min for handover, ob book not signed",late_handover
S101614,"aflos het nie opgedaag ne, moes aanbly",absence_cover
S105641,"double dutty today, molefe on fmaily responsibility leave..",absence_cover
S104433,"lift out of order, everything carried up stairs, took long",equipment_failure
S100057,sharp,blank
S101497,n/a,blank
S105204,"buffer machine kaput, did the floor by hand",equipment_failure
S108450,"extra patrol per client email, approved by office",client_requested
S105609,Client asked for extra patrol after the break-in Tuesday,client_requested
S100795,-,blank
S104407,"relief only arrived 0600, stayed until then",absence_cover
S105854,ntr,blank
S107175,no incidents,absence_cover
S107368,"client says sttay till six, dont know if office approved",client_requested
S101748,Centre manager requested additional cover for stocktake,client_requested
S104326,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S108683,"additional cover requested by site manager, signed off",client_requested
S105737,fine,blank
S109177,ok,blank
S107873,Sibiya off sick. agn. covered.,absence_cover
S100114,"waited 25 min for handover, ob book not signed",late_handover
S103831,"uWyk akezanga namhlanje, ngimele yena",absence_cover
S102079,all good,routine
S104665,Client asekd for extra patrol after the break-in Tuesday,client_requested
S105651,"oorhandiging was lata, gewag vir sleutels",late_handover
S100389,"masjien is stukkedn, alles met die hand gedoen..",equipment_failure
S107711,SHIFT HANDOVER DELAYED BY 40 MIN,late_handover
S108496,no incidents,absence_cover
S106753,"took botha shift as well, 2 posts 1 guard",absence_cover
S103779,"control room says relief coming, nobody came",absence_cover
S105658,Client requested deep clean befre the audit - approved,client_requested
S106880,"extra patrol per client email, approved by ofice",client_requested
S100276,"late handover, waiting on paperwork",late_handover
S106220,Client requested deep clean before the audit - approved,client_requested
S107418,all quiet,routine
S104901,"generator fault, stayed to monitor",equipment_failure
S107297,double shift because relief never pitched,absence_cover
S108899,"masjien is stukkend, alles met die hand gedoen",equipment_failure
S102709,-,blank
S107372,"uNgcobo akezanga namhlanje, ngimele ynea",absence_cover
S109370,"still on site, relief was suppose to come 06:00",absence_cover
S109272,"generator fault, stayed to monitor",equipment_failure
S103799,"relief never arrived, stayed on till 06h00",absence_cover
S104108,next shift guard did not pitch. had to cover..,absence_cover
S102977,"gedek vir Mthembu, siek gemeld !",absence_cover
S103868,"requested by centre management for load in, signed off",client_requested
S107802,.,blank
S104312,.,blank
S107243,"worked through, Sibiya at the clinic",absence_cover
S100325,klient het ekstra ure gevra vir stocktake,client_requested
S101773,"client says stay till 06h00, dont know if office approved",client_requested
S108846,"handover late agn, keys missing",late_handover
S101203,"gedek vir Mthembu, siek gemeld",absence_cover
S106597,"client says stay till 06h00, dont know if office approved",client_requested
S101888,no relief. stayed. someone mut please sort the roster..,absence_cover
S107461,"aflos het nie opgedaag nie, moes aanly",absence_cover
S106344,"umaluleke akezanga namhlanje, ngimele yeena",absence_cover
S109397,fine,blank
S105504,"client asked us to stay for the delivery, ok'd by centre mgmt",client_requested
S102288,extra hrs approved by client for the event setup,client_requested
S104628,Covering for Adams - booked off sick,absence_cover
S106519,no relief. stayed. someone must please sort the roster,absence_cover
S104644,niks om te rapporteer nie,routine
S100172,"uSibiya akezanga namhlanje, ngimele yena",absence_cover
S108096,RELIEF NO SHOW AGAIN,absence_cover
S103599,shift handover deelayed by 40 min !,late_handover
S108176,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S105643,"handover late again, keys missing",late_handover
S101740,extra hrs approved by client for the event setup,client_requested
S102995,as per normal,routine
S104319,"Tshabalala absent, took her rounds as well",absence_cover
S106228,"extra patrol per client email, approved by office",client_requested
S107960,"covering Naidoo post, no show no call",absence_cover
S104406,"oorhandiging was laat, gewag vir sleutels",late_handover
S103004,"requested by centre managemennt for load in, signed off !",client_requested
S104421,"scrubber broke down, had to do the floor manually",equipment_failure
S103392,"next shift akafikanga, ngihlale kuze kube 6..",absence_cover
S101089,"masjien is stukkend, ales met die hand gedoen !",equipment_failure
S107862,"lift out of order, everything carried up stairs, took long",equipment_failure
S100345,"uMahlangu akezanga namhlanje, ngimele yena",absence_cover
S106623,"double duty today, Hendricks on family responsibility leave",absence_cover
S108674,"client says stay till 0600, dont know if office approved",client_requested
S108192,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S104689,"Maluleke didnt come in, covered the post",absence_cover
S104878,"double duty today, Jacobs on family responsibility leae..",absence_cover
S108196,"client wanted extra man on the gate for the event, approved !",client_requested
S107497,"double duty today, Motaung on family responsibility leave",absence_cover
S103401,no relief. stayed. someone must please sort the roster,absence_cover
S100710,"no replacment sent, ngicela sort this out",absence_cover
S105319,"double duty today, Sibiya on family responsibility leave",absence_cover
S103592,"relief only arrived sxi, stayed until then..",absence_cover
S108446,kliennt het ekstra ure gevra vir stocktake,client_requested
S107986,"extra patrol per client email, approved by office",client_requested
S106383,"ungcobo akezanga namhlanje, ngimele yena",absence_cover
S109100,"client wanted extra man on the gate for the event, approved",client_requested
S104885,"late handover, waiting on paperwork !",late_handover
S103044,double shift bc relief never pitched,absence_cover
S105817,ok,blank
S103443,"lift out of order, everything carried up stairs, took long",equipment_failure
S105267,"bfufer machine kaput, did the floor by hand",equipment_failure
S106432,"oorhandiging was laat, gewag vir sleutels",late_handover
S107698,"no replacement sent, ngicela sort this out",absence_cover
S106374,Centre mgr requested additional cvoer for stocktake,client_requested
S107985,stood in for zulu,absence_cover
S105143,"lift out of order, everything caried up stairs, took long",equipment_failure
S105302,"double duty today, Fourie on famiy responsibility leave",absence_cover
S101859,klient het ekstra ure gevra vir stocktake,client_requested
S100868,ntr,blank
S100269,no relief. stayed. someone must please sort the roster,absence_cover
S108858,"botha didnt come in, covered the post..",absence_cover
S108494,"client says stay till 6, dont kow if office approved",client_requested
S100283,"oorhandiging was laat, gewag vir sleutles !",late_handover
S108586,"handover latte again, keys missing",late_handover
S100771,Covered for Fourie again - 3rd time this month..,absence_cover
S105780,ntr,blank
S104883,ok,blank
S107995,stood in for mabaso,routine
S106316,extra hrs appproved by client for the event setup,client_requested
S103446,"generator fault, stayed to monitor",equipment_failure
S100535,"generator falut, stayed to monitor",equipment_failure
S107049,"lift out of order, everything carried up stairs, took long",equipment_failure
S102839,"aflos het nie opgedaag nie, moes aanblly",absence_cover
S103610,no relief. stayed. someone must please sort the roster,absence_cover
S104382,niks om te rapporteer nie,routine
S108357,"covering Ndlovu post, no show no call",absence_cover
S103685,"generator fault, stayd to monitor",equipment_failure
S106148,"handover late again, keys missing",late_handover
S102498,ntr,blank
S107042,"covering Molefe post, no show no call",absence_cover
S104646,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested
S101526,"worked throuugh, September at the clinic",absence_cover
S107967,"waited for releif, nobody came through",late_handover
S107549,,blank
S105630,shift handover delayed by 30 min,late_handover
S105327,Covering for Botha - booked off sick,absence_cover
S108130,"additional cover requested by site mgr, signed off",client_requested
S106201,-,blank
S106899,"uMokoena akezanga namhlanje, ngimele yena",absence_cover
S107524,"double duty today, Sibiya on family responsibility leave",absence_cover
S103153,"worked through, Sibiya at the clinic",absence_cover
S104338,"Nkosi didnt come in, covered the post",absence_cover
S100724,"client wanted extra man on the gate for the evvent, approved !",client_requested
S104648,.,blank
S104083,"september absent, took her rounds as well",absence_cover
S107344,"handover late agn, keys missing",late_handover
S103612,shift hadnover delayed by 30 min,late_handover
S102378,"client waned extra man on the gate for the event, approved",client_requested
S106888,"oorhandiging was laat, gewag vir sleutels",late_handover
S105165,"aflos het nie opgedaga niie, moes anbly",absence_cover
S105888,klient het ekstra ure gevra vir stocktake..,client_requested
S102710,"tshabalala absent, took her rounds as well",absence_cover
S106661,"waited 30 min for handover, OB book not signed..",late_handover
S102302,"gedek vir Adams, siek gemeld",absence_cover
S107989,"control room says relief comin, nobody came",absence_cover
S105809,"control room says relief coming, nobody came !",absence_cover
S103143,stood in for Baloyi,absence_cover
S102309,all good,routine
S107728,stood in for Maluleke,routine
S107898,"relief only arrived 6am, stayed until then",absence_cover
S106422,"late handover, waiiting on paperwork",late_handover
S106283,extra hrs approved by client for the event setup,client_requested
S106415,"masjien is stukkend, alles met die hand gedoen",equipment_failure
S106276,nothing to report,routine
S103020,Botha off sick. agn. covered.,absence_cover
S108204,klient het ekstra ure gevra vir stocktake,client_requested
S101096,"tok Botha shift as well, 2 posts 1 guard",absence_cover
S105634,"requested by centre management for load in, signed off",client_requested
S101833,"uhendrciks akezanga namhlanje, ngimele yena..",absence_cover
S108364,"additional cover requested by site manager, signed off",client_requested
S103068,"Wyk didnt coome in, covered the post",absence_cover
S101059,"WORKED THROUGH, SIBIYA AT THE CLINIC..",absence_cover
S100360,"gate motor failed, manned it by hand tilll 0600..",equipment_failure
S102441,covering for maluleke - booked off sick,absence_cover
S105488,akukho lutho,routine
S107400,all fine,blank
S102824,"control room says relief coming, nobody came",absence_cover
S107235,nothing to report,routine
S106874,"baloyi didnt come in, covered the post",absence_cover
S106788,"additional cover requested by site mgr, signed off",client_requested
S107521,"relief only arrived 06:00, stayyed until then",absence_cover
S107155,quiet shift,routine
S107308,all good,routine
S107072,"still on site, relief was suppose to come six !",absence_cover
S101898,"Sibiya didnt come in, covered the post",absence_cover
S104077,"took Ngcobo shift as well, 2 posts 1 guard",routine
S102140,"scrubber broke down, had to do the floor manually",equipment_failure
S106906,next shift guard did not pitch. had to cover..,absence_cover
S106659,"Wyk absent, took her rounds as well",absence_cover
S108596,all fine,blank
S109349,n/a,blank
S104858,Covering for Ngcobo - booked off sick,absence_cover
S100523,relief no show AGAIN,absence_cover
S104204,"covering molefe post, no show no call",absence_cover
S103595,"umolefe akezanga namhlanje, ngimele yena",absence_cover
S108047,all quiet,routine
S109308,"uZulu akezanga namhlanje, ngimele yena",absence_cover
S105050,stood in for Pillay..,routine
S106433,extra hrs approved by client for the event setup,client_requested
S103585,no relief. stayed. someone must pls sort the roster,absence_cover
S100972,all quiet,routine
S102704,ntr,blank
S105748,"Mavuso didnt come in, covered the post..",absence_cover
S109111,,blank
S102010,shift hanndover delayed by 30 min,late_handover
S105626,"covering Mahlangu post, no show no call",absence_cover
S101392,"handover late again, keys missing",late_handover
S107771,-,blank
S104924,"Naidoo absent, tok her roudns as well",absence_cover
S100849,no issues on site,routine
S107541,fine,blank
S103960,"no replacement sent, ngicela sort this out",absence_cover
S102399,"worked through, Molefe at the clinic",absence_cover
S104498,"requested by centre management for load in, signed off",client_requested
S100311,no relief. stayed. someone must please sort the roster..,absence_cover
S107355,Covering for Naidoo - booked off sick..,absence_cover
S105207,sharp,blank
S102913,quiet shift,routine
S104834,n/a,blank
S104231,"oorhandiging was laat, gewag vir sleutels",late_handover
S104030,"waited for relief, nobody came through",late_handover
S100774,Centre manager requested additional cover for stocktake,client_requested
S101839,quiet shift,routine
S102944,n/a,blank
S103411,ceentre manager rqeuested additional cover for stocktake,client_requested
S108179,"Motaung didnt come in, covered the post",absence_cover
S106154,"waited 20 min for handover, ob book not signed !",late_handover
S106133,stood in for Wyk,absence_cover
S103061,"generator fault, stayed to monitor..",equipment_failure
S100584,"still on site, reelief was suppose to come 06:00",absence_cover
S101099,"oorhandiging was laat, gewag vir sleutels",late_handover
S105363,"uJacobs akezanga namhlanje, ngimele yena",absence_cover
S103710,shift handover delayed by 20 min,late_handover
S108037,"lift out of order, everything carried up stairs, took long",equipment_failure
S105002,Clint requsted deep clean before the audit - approved,client_requested
S100043,nothing to report,routine
S102847,etxra hrs approved by client for the event setup,client_requested
S106613,sharp,blank
S105431,stood in for Nkosi,routine
S107244,"waited 25 min for handover, OB book not signed",late_handover
S107699,no incidents,absence_cover
S106140,sharp,blank
S106965,"requested by centre maangement for load in, signed off",client_requested
S108481,ntr,blank
S106021,Client asked for extra patrol after the break-in Tuesdaay,client_requested
S107465,fine,blank
S104653,"buffer machine kaput, did the floor by hand",equipment_failure
S103535,all quiet,routine
S101987,quiet shift,routine
S108585,"worked through, Adams at the clinic",absence_cover
S108003,"covering Hendrricks post, no show no call",absence_cover
S108898,"ujacobs akezanga namhlanje, ngimele yena",absence_cover
S100600,Covering for Mavuso - booked off sick,absence_cover
S102555,"gedek vir molefe, siek gemeld..",absence_cover
S104010,"took Ndlovu shift as well, 2 psots 1 guard",routine
S103664,.,blank
S100894,"cliennt says stay till 6, dont know if office approved..",client_requested
S109246,fine,blank
S103010,Centre mgr requested additional cover for stocktake..,client_requested
S102008,"worked through, Naidoo at the clinic",absence_cover
S106263,"gate motor failed, manned it by hand till 06:00",equipment_failure
S100576,Covered for Mokoena agn - 3rd time this month,absence_cover
S100488,fine,blank
S107977,"late hanover, wating on paperwork",late_handover
S100274,n/a,blank
S103348,Centre manager requested additional cover for stocktake,client_requested
S103560,all good,routine
S103409,covered for khumalo again - 3rd time this month,absence_cover
S108084,"late handover, waiting on paperwork",late_handover
S102102,as per normal,routine
S102296,n/a,blank
S102234,no incidents,absence_cover
S106403,"took molefe shift as well, 2 posts 1 guard",absence_cover
S102186,relief no show AGAIN,absence_cover
S104964,"client says stay till 06h00, dont know if office approved",client_requested
S105846,"Cele absent, took her rounds as well",absence_cover
S108065,"Jacobs didnt come in, covered the post",absence_cover
S107516,,blank
S105839,"late handover, waiting on paperwork",late_handover
S105619,sharp,blank
S102607,extra hours approved by client for the eent setup..,client_requested
S101094,.,blank
S108677,"stocktake ran over, client asked us to remain, they know they pay for it..",client_requested
S103485,nothing to report,routine
S102391,"masjien is stukkend, alles met die hand gedoen..",equipment_failure
S106343,ntr,blank
S100444,quiet shift,routine
S103629,quiet shift,routine
S102490,all fine,blank
S107573,-,blank
S106955,maluleke off sick. again. covered.,absence_cover
S102351,"handover late again, keys missing",late_handover
S107970,Covered for Fourie again - 3rd time this month,absence_cover
S102872,.,blank
S103390,Mavuso off sick. again. covered.,absence_cover
S103663,Next sift guuard did not pitch. Had to cover,absence_cover
S108607,ok,blank
S107110,"double duty today, Maluleke on family responsibility leave",absence_cover
S108272,"aflos het nie opgedaag nie, moes aanbly..",absence_cover
S101015,"waited for relief, nobody caem throuhg",late_handover
S105970,"generator fault, stayed to monitor",equipment_failure
S102398,fine,blank
S100890,COVERED FOR FOURIE AGAIN - 3RD TIME THIS MONTH,absence_cover
S108525,.,blank
S101514,"control room says relief coming, nobody came",absence_cover
S103076,"stlil on site, relief was suppose to comme 6am",absence_cover
S106703,Client asked for extra patrol affter the break-in Tuesday,client_requested
S105099,"next shift akafikanga, ngihlale kuze kube 06:00",absence_cover
S101736,"tok bothha shift as wlel, 2 posts 1 guard",routine
S100768,"handover late agn, keys missing",late_handover
S103771,"scrubber broke down, had to do the floor manually",equipment_failure
S108483,Covering for Molefe - booked off sick,absence_cover
S107757,,blank
S100188,"worked through, Wyk at the clinic",absence_cover
S102703,as per normal,routine
S100541,n/a,blank
S103562,"waitde 40 min for handover, OB book not signed",late_handover
S109114,Covering for Sibiya - booked off sick,absence_cover
S100401,"masjien is stukkend, alles met die hand gedoen",equipment_failure
S107329,"covering jacobs post, no show no call",absence_cover
S106542,"covering Ndlovu post, no show no call",absence_cover
S106384,Centre manager requested additional cover for stocktake,client_requested
S108050,"oorhandiging was laat, gewag vir sleutels",late_handover
S104560,"still on site, relief was suppose to come 06h00",absence_cover
S104444,"relief only arrived six, stayed until then",absence_cover
S101563,Mokoena off sick. again. covered.,absence_cover
S107377,sharp,blank
S105447,all fine,blank
S109353,"FOURIE DIDNT COME IN, COVERED THE POST",absence_cover
S103389,shift handover delayed by 25 min,late_handover
S100108,niks om te rapporteer nie,routine
S108169,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED,client_requested
S105080,"client says stay till 6am, dont know if office approved",client_requested
S108856,no relief. stayed. someone must please sort the roster,absence_cover
S105331,"tshabalala didnt come in, covered the post",absence_cover
S105996,akukho lutho,routine
S106246,"extra patrol per client email, approved by office",client_requested
S109266,stood in for Jacobs,routine
S103118,KLIENT HET EKSTRA URE GEVRA VIR STOCKTAKE,client_requested
S103564,Client asked for extra patrol after the break-in Tuesday,client_requested
S106895,COVERED FOR NAIDOO AGAIN - 3RD TIME THIS MONH,absence_cover
S104664,"gate motor failed, manned it by hand till 6am",equipment_failure
S104110,"Mahlangu didnt come in, covvered the post",absence_cover
S102815,Client requested deep clean before the audit - approved..,client_requested
S106531,reliief no show AGAIN,absence_cover
S105761,"scrubber broke down, had to do the floor manually !",equipment_failure
S104827,fine,blank
S109104,"covering ncobo post, no show no call",absence_cover
S101256,no incidents,absence_cover
S108577,fine,blank
S107482,"covering tshabalala post, no show no call",absence_cover
S102168,"requested by centre management for load in, signed off",client_requested
S108588,"Mokoena didnt come in, covered the post",absence_cover
S102903,fine,blank
S107590,,blank
S107990,Next shift guard did not pitch. Had to cover.,absence_cover
S104917,"client wantde extra man on the gate for the event, approved",client_requested
S106054,n/a,blank
S106651,"covering mavuso post, no show no call",absence_cover
S105903,n/a,blank
S108918,"gate motor failed, manned it by hand till six",equipment_failure
S103566,fine,blank
S100580,"scrubber broke down, had to do the floor manually !",equipment_failure
S102756,no incidents,absence_cover
S108062,"uBotha akezanga namhlanje, ngimele yena",absence_cover
S102048,all quiet,routine
S101479,stood in for mavuso !,absence_cover
S100486,"waited for relif, noody came through",late_handover
S100254,klient het ekstra ure gevra vir stocktake,client_requested
S103600,"requested by centre management for load in, signed off",client_requested
S109196,ok,blank
S104748,"next shift akafikanga, ngihlale kuze kube 6..",absence_cover
S104029,"handover late again, keys missing",late_handover
S107997,"waited 25 min for handover, OB book not signed",late_handover
S101101,"buffer machine kaput, did the floor by hand",equipment_failure
S106368,"took Mthembu sift as well, 2 posts 1 guard",absence_cover
S100650,"hanodver late again, keys missing",late_handover
S102313,"scrubber broke dow, had to do the floor manually",equipment_failure
S105832,no relief. stayed. someone must pleasse sort the roster,absence_cover
S106260,"Fourie absent, took her rounds as well",absence_cover
S102468,"gedek vir Sibiya, siek gmeld !",absence_cover
S103572,"still on site, relief was suppose to come 6am",absence_cover
S105038,"covering Khumalo poost, no show no call",absence_cover
S108041,stood in for Sibiya,absence_cover
S105104,"client says stay till 6am, dont know if office approved",client_requested
S106517,"covering Ngcobo post, no show no call",absence_cover
S103677,"EXTRA PATROL PER CLIENT EMAIL, APPROVED BY OFFICE",client_requested
S108890,"coverng Mokoena post, no show no call",absence_cover
S104902,"took Zulu shift as well, 2 posts 1 guard",absence_cover
S106815,"uKhumalo akezanga namhlanje, ngimele yena",absence_cover
S106110,"scrubber broke down, had to do the floor manually",equipment_failure
S103096,"still on site, relief was suppose to come 0h600",absence_cover
S103034,Client asked for extra patrol after the break-in Tuesday,client_requested
S100272,"extra patrol per client email, approved by office",client_requested
S109168,"took radebe shift as well, 2 posts 1 guard",absence_cover
S106426,"sibiya didnt come in, covered the post",absence_cover
S106302,"oorhandiging was laat, gewag vir sleutels..",late_handover
S101930,"buffer machine kaput, did the floor by hand",equipment_failure
S104426,"Jacobs ddnt come in, covered the post",absence_cover
S100225,n/a,blank
S102621,all good,routine
S105134,fine,blank
S106959,shift handover delayed by 30 min,late_handover
S100776,"client wanted extra man on the gate for the event, approved",client_requested
S107712,relief no show AGAIN,absence_cover
S101017,akukho lutho,routine
S103042,Covering for Adams - booked off sick,absence_cover
S101783,"Mthembu absent, took her rounds as well",absence_cover
S101489,"KHUMALO ABSENT, TOOK HER ROUNDS AS WELL",absence_cover
S101625,klient het ekstra ure gevra vir stocktake,client_requested
S106255,nothing to report,routine
S100111,no issues on site,routine
S101389,"requested by centre management for load in, signed off",client_requested
S101594,Covering for Motaung - booked off sick,absence_cover
