shift_id,category,note
S102640,equipment_failure,"machine dowwn aggn, took twice as long"
S103033,absence_cover,"aflos het nie opgedaag nie, moes aanbly"
S109286,client_requested,"client wanted extra man on the gate for the event, approved"
S103604,absence_cover,stood in for Mokoena
S100052,client_requested,Client requested deep clean before the audit - approved
S107154,blank,sharp
S107291,client_requested,extra hrs approved by client for the event setup
S106495,client_requested,"client wanted extra man on the gate for the event, approved.."
S105669,blank,
S106182,routine,all quiet
S103440,equipment_failure,"generator fault, stayed to monitor.."
S100516,absence_cover,"double duy today, adams on family responsibility leave"
S105883,blank,-
S100363,equipment_failure,"generator fault, stayed to monitor.."
S106025,client_requested,"client says stay till six, dont know if office approved"
S103703,absence_cover,doouble shift bc relief never pitched
S103757,client_requested,centre manager requested additional cover for stocktake
S101612,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S102247,late_handover,"waited 20 min for handover, OB book not signed"
S109254,client_requested,"client says stay till six, dont know if office approved.."
S101501,late_handover,"late handover, waiting on paperwork"
S107309,routine,no incidents
S102584,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S100200,absence_cover,"no replacement sent, ngicela sort this out"
S103476,equipment_failure,"SCRUBBER BROKE DOWN, HAD TO DO THE FLOOR MANUALLY"
S108439,equipment_failure,"lift out of order, everything carried up stairs, took lng"
S108057,absence_cover,"double duty today, Sithole on family responsibility leave !"
S108088,equipment_failure,"masjien is stkkend, alles met die hand geddoen"
S103864,blank,ok
S101330,routine,akukho lutho
S108094,equipment_failure,"lift out of orde,r everything carried up stairs, took long"
S108510,blank,ok
S101480,absence_cover,stood in for Dlamini
S109289,absence_cover,client signed for the extra hrs but real reason is relief no show agn
S102835,absence_cover,"relef only arrived 6am, stayed until then.."
S108064,absence_cover,baloyi off sick. agn. covered.
S100548,absence_cover,stood in for fourie
S105079,absence_cover,"control room says relief coming, nobody came"
S107135,client_requested,Centre mgr requested additional cover for stocktake
S104344,absence_cover,"Jacobs absent, took her rounds as well"
S101630,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S103170,blank,fine
S101566,blank,sharp
S102828,routine,akukho lutho
S107529,absence_cover,"worked through, Zulu at the clinic"
S107515,routine,akukho lutho
S108864,absence_cover,"aflos het nie opgedaag nie, moes aanbly"
S108457,late_handover,shitf handover delayed by 25 min
S106995,absence_cover,"double duty today, Adams on family responsibility leave"
S104151,late_handover,"handover late again, keys missing"
S103790,absence_cover,"worked through, dlamini at the clinic"
S101197,blank,ntr
S101718,blank,fine
S101587,late_handover,"late handover, waitng on paperwork"
S107156,absence_cover,"usithole akezanga namhlanje, ngimeel yena"
S101092,routine,no issues on site
S106356,absence_cover,"worked through, Sithole at the clinic"
S102632,absence_cover,"uMahlangu akezanga namhlanje, ngimele yena.."
S107359,client_requested,"additional cover requested by site manager, signed off"
S102118,routine,all quiet
S108650,absence_cover,"double duty today, Hendricks on family responsibility leave"
S105655,late_handover,"handover late agn, keys missing"
S107623,client_requested,Centre manager requested additional cover for stocktake
S108743,absence_cover,"worked through, Mokoena at the clinic"
S100665,absence_cover,"Molefe absent, took her rounds as well"
S103435,absence_cover,"gedek vir Wyk, siek gemeld"
S106108,absence_cover,RELIEF NO SHOW AGAIN
S105842,absence_cover,"relief never arrived, stayed on till six"
S106086,client_requested,"extra patrol per client email, approved by office !"
S104859,client_requested,"extra patrol per client email, approved by office"
S107212,blank,
S103756,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104304,absence_cover,double shift because relief never pitched
S100332,absence_cover,"covering Zulu post, no show no call"
S102371,absence_cover,Khumalo off sick. again. covered.
S107991,absence_cover,Covered for Ndlovu agn - 3rd time this month
S100302,client_requested,client requested deep clean before the audit - approved
S102062,absence_cover,"double duty today, Pillay on family responsibility leave"
S107810,late_handover,"oorhandiging was laat, gewag vir sleutels"
S106116,absence_cover,"gedek vir Zulu, siek gemeld.."
S104043,late_handover,"waited 25 min for handover, OB book not signed"
S104333,absence_cover,Next shift guard did not pitch. Had to cover.
S104906,equipment_failure,"machine down agn, took twice as long"
S105451,routine,all quiet
S108872,late_handover,"late handover, waiting on paperwork"
S108027,client_requested,klient het ekstra ure gevra vir stocktake
S107476,absence_cover,"worked through, Sibiya at the clinic"
S102766,blank,.
S103672,routine,no issues on site
S105472,blank,-
S107747,equipment_failure,"machine down agn, took twice as long"
S107208,late_handover,shift handover delayed by 30 min !
S107555,late_handover,SHIFT HANDOVER DELAYED BY 40 MIN
S100891,absence_cover,no relief. stayed. someone must please srt the roster
S106282,client_requested,"CLIENT ASKED US TO STAY FOR THE DELIVERY, OK'D BY CENTRE MGMT"
S102843,routine,as per normal
S109339,absence_cover,double shift beacuse relief never pitched
S104674,routine,quiet shift
S102694,blank,ok
S101629,client_requested,Cetre manager requested additional cover for stocktake
S109086,routine,nothing to report
S108692,client_requested,klient het ekstra ure gevra vir stocktake
S107462,late_handover,"handover late again, keys missing"
S106103,absence_cover,covered for molefe again - 3rd time this month
S105103,blank,-
S106879,absence_cover,"uMavuso akezana namhlanje, ngimele yean"
S104654,late_handover,"handover late again, keys missing"
S101764,client_requested,"STOCKTAKE RAN OVER, CLIENT ASKD US TO REMAIN, THEY KNOW THEY PAY FOR IT.."
S100498,client_requested,"stocktake ran over, client asked us to remain, they know tehy pay for it"
S102011,routine,all good
S103449,client_requested,"client asked us to stay for the deliverry, ok'd by centre mgmt.."
S105682,routine,all quiet
S106607,absence_cover,"wroked through, Mabaso at the clinic"
S102744,client_requested,Client requested deep clean before the audit - approved !
S103824,routine,nothing to report
S107616,blank,-
S106424,absence_cover,covering for molefe - booked off sick
S106137,late_handover,"waited 45 min for handover, ob book not signed"
S102719,equipment_failure,"machine down agn, took twice as long"
S101504,absence_cover,"took Sithole shift as well, 2 posts 1 guard"
S102874,absence_cover,"Ngcobo didnt come in, covered the post"
S105098,client_requested,"requessted by centre management for load in, signed off"
S105180,absence_cover,"took Baloyi shift as well, 2 posts 1 guard"
S107046,late_handover,"waited 40 min for handover, OB book not signed"
S102676,absence_cover,"worked through, motaung at the clinic !"
S105322,client_requested,extra hours approved by client for the event setup
S107350,client_requested,Centre manager requested additional cover for stocktake
S107707,absence_cover,no relief. stayed. someone must pls sort the roster
S106277,absence_cover,"Fourie didnt come in, covered the post"
S108049,client_requested,"client wanted extra man on the gate for the event, approved"
S101735,routine,as per normal
S103842,absence_cover,"took Radebe shift as well, 2 posts 1 guard"
S100398,absence_cover,"double duty today, adams on family responsibility leave"
S100319,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108777,routine,no incidents
S106576,absence_cover,"control room says relief coming, nobody came"
S108538,routine,nothing to report
S106370,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107336,client_requested,"client wanted extra man on the gate for the event, approved"
S106801,absence_cover,"took Sibiya shift as well, 2 posts 1 gurad !"
S100331,late_handover,"late handover, waitting on paperwork.."
S101887,client_requested,extra hrs approved by client for the event setup..
S100525,client_requested,"requested by centre management for load in, signed off"
S102246,absence_cover,"next shift akafikanga, ngihlale kuze kube six"
S108330,blank,ok
S105314,absence_cover,"khumalo didnt comme in, covered the post"
S103111,client_requested,"requested by centre management for load in, signed off"
S106974,absence_cover,covering for wyk - booked off sck
S102866,absence_cover,"aflos het nie opgedaag nie, moes aanbly"
S101384,absence_cover,stod in for Sithole
S106096,absence_cover,"ufourie akezanga namhlanje, ngimele yena"
S107944,client_requested,"requested by centre management for load in, signed off"
S101166,client_requested,klient het ekstra ure gevra vir stocktake
S104424,routine,all quiet
S102408,late_handover,"wated 40 min for handover, OB book not signed"
S106818,blank,.
S107060,absence_cover,Covered for Botha again - 3rd time this month..
S100307,client_requested,"additional cover requested by site mgr, signed off"
S103057,routine,no incidents
S106569,absence_cover,"gedek vir Mokoena, siek gemeld.."
S100134,late_handover,"waited 20 min for handover, OB book not signed"
S100649,client_requested,Client requested deep clean before the audit - approved
S102054,client_requested,kllient het ekstra ure gevra vir stocktake
S106281,absence_cover,Covred for Mavuso again - 3rd time this month
S105582,equipment_failure,"generator fault, stayed to monitor"
S103702,absence_cover,stood in for Mokoena
S100773,routine,as per normal
S103475,routine,all good
S101458,absence_cover,"COVERING MAHLANGU POST, NO SHOW NO CALL"
S108745,late_handover,"late handover, waiting on paperwork"
S108265,absence_cover,no relief. stayed. someone mut please sort the roster
S107404,blank,n/a
S107077,absence_cover,stood in for Sibiya
S105755,equipment_failure,"lift out of order, everything carried up stairs, took loong"
S106286,late_handover,"late handover, waiting on paperwork"
S106440,absence_cover,"next shift akafikanga, ngihlale kuze kube six"
S102086,routine,all quiet
S103486,absence_cover,"worked through, Wyk at the clinic"
S103158,late_handover,"waited 25 min for handover, OB book not signed"
S102971,client_requested,extra hours approved by client for the event setup
S101051,blank,fine
S105647,client_requested,Client asked for extra patrol after the break-in Tuesday
S101820,absence_cover,"covering Ngcobo post, no show no call"
S101768,equipment_failure,"generator fault, stayed to monitor"
S106091,absence_cover,"worked through, mavuso at the clinic"
S105295,blank,n/a
S107709,absence_cover,no relief. stayed. someone must please sort the roster
S107617,late_handover,"handover lae again, keys missing"
S103039,late_handover,"waited 50 min for handover, OB book not signed"
S101609,absence_cover,"covering Cele post, no show no call"
S109137,client_requested,extra hours approved by client for the event setup
S105287,routine,as per normal
S105958,routine,quiet shift
S109346,routine,all good
S108892,absence_cover,"worked through, Sibiya at the clinic"
S107950,late_handover,"handover late again, keys missiing"
S108035,client_requested,"client wanted extra man on the gate for the event, approved"
S102930,client_requested,"additional cover requested by site manager, signed off"
S107017,routine,niks om te rapporteer nie
S101524,absence_cover,"control room says relief coming, nobody camme"
S106728,absence_cover,"nexxt shift akafikanga, ngihlale kuze kube 06h00"
S106394,client_requested,klient het ekstrra ure gevra vir stocktake
S104415,absence_cover,Covered for Mthembu agn - 3rd time this month
S103765,client_requested,"extra patrol per client email, approved by office"
S100558,client_requested,"requested by centre management for load in, signed off"
S103614,client_requested,"additional cover requested by site manager, signed off"
S105922,absence_cover,Covered for Wyk again - 3rd time this month..
S106407,absence_cover,Naidoo off sick. again. covered.
S101313,blank,sharp
S106100,late_handover,"waited 50 min for handover, ob book not signed"
S101614,absence_cover,"aflos het nie opgedaag ne, moes aanbly"
S105641,absence_cover,"double dutty today, molefe on fmaily responsibility leave.."
S104433,equipment_failure,"lift out of order, everything carried up stairs, took long"
S100057,blank,sharp
S101497,blank,n/a
S105204,equipment_failure,"buffer machine kaput, did the floor by hand"
S108450,client_requested,"extra patrol per client email, approved by office"
S105609,client_requested,Client asked for extra patrol after the break-in Tuesday
S100795,blank,-
S104407,absence_cover,"relief only arrived 0600, stayed until then"
S105854,blank,ntr
S107175,routine,no incidents
S107368,client_requested,"client says sttay till six, dont know if office approved"
S101748,client_requested,Centre manager requested additional cover for stocktake
S104326,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S108683,client_requested,"additional cover requested by site manager, signed off"
S105737,blank,fine
S109177,blank,ok
S107873,absence_cover,Sibiya off sick. agn. covered.
S100114,late_handover,"waited 25 min for handover, ob book not signed"
S103831,absence_cover,"uWyk akezanga namhlanje, ngimele yena"
S102079,routine,all good
S104665,client_requested,Client asekd for extra patrol after the break-in Tuesday
S105651,late_handover,"oorhandiging was lata, gewag vir sleutels"
S100389,equipment_failure,"masjien is stukkedn, alles met die hand gedoen.."
S107711,late_handover,SHIFT HANDOVER DELAYED BY 40 MIN
S108496,routine,no incidents
S106753,absence_cover,"took botha shift as well, 2 posts 1 guard"
S103779,absence_cover,"control room says relief coming, nobody came"
S105658,client_requested,Client requested deep clean befre the audit - approved
S106880,client_requested,"extra patrol per client email, approved by ofice"
S100276,late_handover,"late handover, waiting on paperwork"
S106220,client_requested,Client requested deep clean before the audit - approved
S107418,routine,all quiet
S104901,equipment_failure,"generator fault, stayed to monitor"
S107297,absence_cover,double shift because relief never pitched
S108899,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S102709,blank,-
S107372,absence_cover,"uNgcobo akezanga namhlanje, ngimele ynea"
S109370,absence_cover,"still on site, relief was suppose to come 06:00"
S109272,equipment_failure,"generator fault, stayed to monitor"
S103799,absence_cover,"relief never arrived, stayed on till 06h00"
S104108,absence_cover,next shift guard did not pitch. had to cover..
S102977,absence_cover,"gedek vir Mthembu, siek gemeld !"
S103868,client_requested,"requested by centre management for load in, signed off"
S107802,blank,.
S104312,blank,.
S107243,absence_cover,"worked through, Sibiya at the clinic"
S100325,client_requested,klient het ekstra ure gevra vir stocktake
S101773,client_requested,"client says stay till 06h00, dont know if office approved"
S108846,late_handover,"handover late agn, keys missing"
S101203,absence_cover,"gedek vir Mthembu, siek gemeld"
S106597,client_requested,"client says stay till 06h00, dont know if office approved"
S101888,absence_cover,no relief. stayed. someone mut please sort the roster..
S107461,absence_cover,"aflos het nie opgedaag nie, moes aanly"
S106344,absence_cover,"umaluleke akezanga namhlanje, ngimele yeena"
S109397,blank,fine
S105504,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S102288,client_requested,extra hrs approved by client for the event setup
S104628,absence_cover,Covering for Adams - booked off sick
S106519,absence_cover,no relief. stayed. someone must please sort the roster
S104644,routine,niks om te rapporteer nie
S100172,absence_cover,"uSibiya akezanga namhlanje, ngimele yena"
S108096,absence_cover,RELIEF NO SHOW AGAIN
S103599,late_handover,shift handover deelayed by 40 min !
S108176,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S105643,late_handover,"handover late again, keys missing"
S101740,client_requested,extra hrs approved by client for the event setup
S102995,routine,as per normal
S104319,absence_cover,"Tshabalala absent, took her rounds as well"
S106228,client_requested,"extra patrol per client email, approved by office"
S107960,absence_cover,"covering Naidoo post, no show no call"
S104406,late_handover,"oorhandiging was laat, gewag vir sleutels"
S103004,client_requested,"requested by centre managemennt for load in, signed off !"
S104421,equipment_failure,"scrubber broke down, had to do the floor manually"
S103392,absence_cover,"next shift akafikanga, ngihlale kuze kube 6.."
S101089,equipment_failure,"masjien is stukkend, ales met die hand gedoen !"
S107862,equipment_failure,"lift out of order, everything carried up stairs, took long"
S100345,absence_cover,"uMahlangu akezanga namhlanje, ngimele yena"
S106623,absence_cover,"double duty today, Hendricks on family responsibility leave"
S108674,client_requested,"client says stay till 0600, dont know if office approved"
S108192,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104689,absence_cover,"Maluleke didnt come in, covered the post"
S104878,absence_cover,"double duty today, Jacobs on family responsibility leae.."
S108196,client_requested,"client wanted extra man on the gate for the event, approved !"
S107497,absence_cover,"double duty today, Motaung on family responsibility leave"
S103401,absence_cover,no relief. stayed. someone must please sort the roster
S100710,absence_cover,"no replacment sent, ngicela sort this out"
S105319,absence_cover,"double duty today, Sibiya on family responsibility leave"
S103592,absence_cover,"relief only arrived sxi, stayed until then.."
S108446,client_requested,kliennt het ekstra ure gevra vir stocktake
S107986,client_requested,"extra patrol per client email, approved by office"
S106383,absence_cover,"ungcobo akezanga namhlanje, ngimele yena"
S109100,client_requested,"client wanted extra man on the gate for the event, approved"
S104885,late_handover,"late handover, waiting on paperwork !"
S103044,absence_cover,double shift bc relief never pitched
S105817,blank,ok
S103443,equipment_failure,"lift out of order, everything carried up stairs, took long"
S105267,equipment_failure,"bfufer machine kaput, did the floor by hand"
S106432,late_handover,"oorhandiging was laat, gewag vir sleutels"
S107698,absence_cover,"no replacement sent, ngicela sort this out"
S106374,client_requested,Centre mgr requested additional cvoer for stocktake
S107985,absence_cover,stood in for zulu
S105143,equipment_failure,"lift out of order, everything caried up stairs, took long"
S105302,absence_cover,"double duty today, Fourie on famiy responsibility leave"
S101859,client_requested,klient het ekstra ure gevra vir stocktake
S100868,blank,ntr
S100269,absence_cover,no relief. stayed. someone must please sort the roster
S108858,absence_cover,"botha didnt come in, covered the post.."
S108494,client_requested,"client says stay till 6, dont kow if office approved"
S100283,late_handover,"oorhandiging was laat, gewag vir sleutles !"
S108586,late_handover,"handover latte again, keys missing"
S100771,absence_cover,Covered for Fourie again - 3rd time this month..
S105780,blank,ntr
S104883,blank,ok
S107995,absence_cover,stood in for mabaso
S106316,client_requested,extra hrs appproved by client for the event setup
S103446,equipment_failure,"generator fault, stayed to monitor"
S100535,equipment_failure,"generator falut, stayed to monitor"
S107049,equipment_failure,"lift out of order, everything carried up stairs, took long"
S102839,absence_cover,"aflos het nie opgedaag nie, moes aanblly"
S103610,absence_cover,no relief. stayed. someone must please sort the roster
S104382,routine,niks om te rapporteer nie
S108357,absence_cover,"covering Ndlovu post, no show no call"
S103685,equipment_failure,"generator fault, stayd to monitor"
S106148,late_handover,"handover late again, keys missing"
S102498,blank,ntr
S107042,absence_cover,"covering Molefe post, no show no call"
S104646,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S101526,absence_cover,"worked throuugh, September at the clinic"
S107967,absence_cover,"waited for releif, nobody came through"
S107549,blank,
S105630,late_handover,shift handover delayed by 30 min
S105327,absence_cover,Covering for Botha - booked off sick
S108130,client_requested,"additional cover requested by site mgr, signed off"
S106201,blank,-
S106899,absence_cover,"uMokoena akezanga namhlanje, ngimele yena"
S107524,absence_cover,"double duty today, Sibiya on family responsibility leave"
S103153,absence_cover,"worked through, Sibiya at the clinic"
S104338,absence_cover,"Nkosi didnt come in, covered the post"
S100724,client_requested,"client wanted extra man on the gate for the evvent, approved !"
S104648,blank,.
S104083,absence_cover,"september absent, took her rounds as well"
S107344,late_handover,"handover late agn, keys missing"
S103612,late_handover,shift hadnover delayed by 30 min
S102378,client_requested,"client waned extra man on the gate for the event, approved"
S106888,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105165,absence_cover,"aflos het nie opgedaga niie, moes anbly"
S105888,client_requested,klient het ekstra ure gevra vir stocktake..
S102710,absence_cover,"tshabalala absent, took her rounds as well"
S106661,late_handover,"waited 30 min for handover, OB book not signed.."
S102302,absence_cover,"gedek vir Adams, siek gemeld"
S107989,absence_cover,"control room says relief comin, nobody came"
S105809,absence_cover,"control room says relief coming, nobody came !"
S103143,absence_cover,stood in for Baloyi
S102309,routine,all good
S107728,absence_cover,stood in for Maluleke
S107898,absence_cover,"relief only arrived 6am, stayed until then"
S106422,late_handover,"late handover, waiiting on paperwork"
S106283,client_requested,extra hrs approved by client for the event setup
S106415,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S106276,routine,nothing to report
S103020,absence_cover,Botha off sick. agn. covered.
S108204,client_requested,klient het ekstra ure gevra vir stocktake
S101096,absence_cover,"tok Botha shift as well, 2 posts 1 guard"
S105634,client_requested,"requested by centre management for load in, signed off"
S101833,absence_cover,"uhendrciks akezanga namhlanje, ngimele yena.."
S108364,client_requested,"additional cover requested by site manager, signed off"
S103068,absence_cover,"Wyk didnt coome in, covered the post"
S101059,absence_cover,"WORKED THROUGH, SIBIYA AT THE CLINIC.."
S100360,equipment_failure,"gate motor failed, manned it by hand tilll 0600.."
S102441,absence_cover,covering for maluleke - booked off sick
S105488,routine,akukho lutho
S107400,routine,all fine
S102824,absence_cover,"control room says relief coming, nobody came"
S107235,routine,nothing to report
S106874,absence_cover,"baloyi didnt come in, covered the post"
S106788,client_requested,"additional cover requested by site mgr, signed off"
S107521,absence_cover,"relief only arrived 06:00, stayyed until then"
S107155,routine,quiet shift
S107308,routine,all good
S107072,absence_cover,"still on site, relief was suppose to come six !"
S101898,absence_cover,"Sibiya didnt come in, covered the post"
S104077,absence_cover,"took Ngcobo shift as well, 2 posts 1 guard"
S102140,equipment_failure,"scrubber broke down, had to do the floor manually"
S106906,absence_cover,next shift guard did not pitch. had to cover..
S106659,absence_cover,"Wyk absent, took her rounds as well"
S108596,routine,all fine
S109349,blank,n/a
S104858,absence_cover,Covering for Ngcobo - booked off sick
S100523,absence_cover,relief no show AGAIN
S104204,absence_cover,"covering molefe post, no show no call"
S103595,absence_cover,"umolefe akezanga namhlanje, ngimele yena"
S108047,routine,all quiet
S109308,absence_cover,"uZulu akezanga namhlanje, ngimele yena"
S105050,absence_cover,stood in for Pillay..
S106433,client_requested,extra hrs approved by client for the event setup
S103585,absence_cover,no relief. stayed. someone must pls sort the roster
S100972,routine,all quiet
S102704,blank,ntr
S105748,absence_cover,"Mavuso didnt come in, covered the post.."
S109111,blank,
S102010,late_handover,shift hanndover delayed by 30 min
S105626,absence_cover,"covering Mahlangu post, no show no call"
S101392,late_handover,"handover late again, keys missing"
S107771,blank,-
S104924,absence_cover,"Naidoo absent, tok her roudns as well"
S100849,routine,no issues on site
S107541,blank,fine
S103960,absence_cover,"no replacement sent, ngicela sort this out"
S102399,absence_cover,"worked through, Molefe at the clinic"
S104498,client_requested,"requested by centre management for load in, signed off"
S100311,absence_cover,no relief. stayed. someone must please sort the roster..
S107355,absence_cover,Covering for Naidoo - booked off sick..
S105207,blank,sharp
S102913,routine,quiet shift
S104834,blank,n/a
S104231,late_handover,"oorhandiging was laat, gewag vir sleutels"
S104030,absence_cover,"waited for relief, nobody came through"
S100774,client_requested,Centre manager requested additional cover for stocktake
S101839,routine,quiet shift
S102944,blank,n/a
S103411,client_requested,ceentre manager rqeuested additional cover for stocktake
S108179,absence_cover,"Motaung didnt come in, covered the post"
S106154,late_handover,"waited 20 min for handover, ob book not signed !"
S106133,absence_cover,stood in for Wyk
S103061,equipment_failure,"generator fault, stayed to monitor.."
S100584,absence_cover,"still on site, reelief was suppose to come 06:00"
S101099,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105363,absence_cover,"uJacobs akezanga namhlanje, ngimele yena"
S103710,late_handover,shift handover delayed by 20 min
S108037,equipment_failure,"lift out of order, everything carried up stairs, took long"
S105002,client_requested,Clint requsted deep clean before the audit - approved
S100043,routine,nothing to report
S102847,client_requested,etxra hrs approved by client for the event setup
S106613,blank,sharp
S105431,absence_cover,stood in for Nkosi
S107244,late_handover,"waited 25 min for handover, OB book not signed"
S107699,routine,no incidents
S106140,blank,sharp
S106965,client_requested,"requested by centre maangement for load in, signed off"
S108481,blank,ntr
S106021,client_requested,Client asked for extra patrol after the break-in Tuesdaay
S107465,blank,fine
S104653,equipment_failure,"buffer machine kaput, did the floor by hand"
S103535,routine,all quiet
S101987,routine,quiet shift
S108585,absence_cover,"worked through, Adams at the clinic"
S108003,absence_cover,"covering Hendrricks post, no show no call"
S108898,absence_cover,"ujacobs akezanga namhlanje, ngimele yena"
S100600,absence_cover,Covering for Mavuso - booked off sick
S102555,absence_cover,"gedek vir molefe, siek gemeld.."
S104010,absence_cover,"took Ndlovu shift as well, 2 psots 1 guard"
S103664,blank,.
S100894,client_requested,"cliennt says stay till 6, dont know if office approved.."
S109246,blank,fine
S103010,client_requested,Centre mgr requested additional cover for stocktake..
S102008,absence_cover,"worked through, Naidoo at the clinic"
S106263,equipment_failure,"gate motor failed, manned it by hand till 06:00"
S100576,absence_cover,Covered for Mokoena agn - 3rd time this month
S100488,blank,fine
S107977,late_handover,"late hanover, wating on paperwork"
S100274,blank,n/a
S103348,client_requested,Centre manager requested additional cover for stocktake
S103560,routine,all good
S103409,absence_cover,covered for khumalo again - 3rd time this month
S108084,late_handover,"late handover, waiting on paperwork"
S102102,routine,as per normal
S102296,blank,n/a
S102234,routine,no incidents
S106403,absence_cover,"took molefe shift as well, 2 posts 1 guard"
S102186,absence_cover,relief no show AGAIN
S104964,client_requested,"client says stay till 06h00, dont know if office approved"
S105846,absence_cover,"Cele absent, took her rounds as well"
S108065,absence_cover,"Jacobs didnt come in, covered the post"
S107516,blank,
S105839,late_handover,"late handover, waiting on paperwork"
S105619,blank,sharp
S102607,client_requested,extra hours approved by client for the eent setup..
S101094,blank,.
S108677,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it.."
S103485,routine,nothing to report
S102391,equipment_failure,"masjien is stukkend, alles met die hand gedoen.."
S106343,blank,ntr
S100444,routine,quiet shift
S103629,routine,quiet shift
S102490,routine,all fine
S107573,blank,-
S106955,absence_cover,maluleke off sick. again. covered.
S102351,late_handover,"handover late again, keys missing"
S107970,absence_cover,Covered for Fourie again - 3rd time this month
S102872,blank,.
S103390,absence_cover,Mavuso off sick. again. covered.
S103663,absence_cover,Next sift guuard did not pitch. Had to cover
S108607,blank,ok
S107110,absence_cover,"double duty today, Maluleke on family responsibility leave"
S108272,absence_cover,"aflos het nie opgedaag nie, moes aanbly.."
S101015,absence_cover,"waited for relief, nobody caem throuhg"
S105970,equipment_failure,"generator fault, stayed to monitor"
S102398,blank,fine
S100890,absence_cover,COVERED FOR FOURIE AGAIN - 3RD TIME THIS MONTH
S108525,blank,.
S101514,absence_cover,"control room says relief coming, nobody came"
S103076,absence_cover,"stlil on site, relief was suppose to comme 6am"
S106703,client_requested,Client asked for extra patrol affter the break-in Tuesday
S105099,absence_cover,"next shift akafikanga, ngihlale kuze kube 06:00"
S101736,absence_cover,"tok bothha shift as wlel, 2 posts 1 guard"
S100768,late_handover,"handover late agn, keys missing"
S103771,equipment_failure,"scrubber broke down, had to do the floor manually"
S108483,absence_cover,Covering for Molefe - booked off sick
S107757,blank,
S100188,absence_cover,"worked through, Wyk at the clinic"
S102703,routine,as per normal
S100541,blank,n/a
S103562,late_handover,"waitde 40 min for handover, OB book not signed"
S109114,absence_cover,Covering for Sibiya - booked off sick
S100401,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S107329,absence_cover,"covering jacobs post, no show no call"
S106542,absence_cover,"covering Ndlovu post, no show no call"
S106384,client_requested,Centre manager requested additional cover for stocktake
S108050,late_handover,"oorhandiging was laat, gewag vir sleutels"
S104560,absence_cover,"still on site, relief was suppose to come 06h00"
S104444,absence_cover,"relief only arrived six, stayed until then"
S101563,absence_cover,Mokoena off sick. again. covered.
S107377,blank,sharp
S105447,routine,all fine
S109353,absence_cover,"FOURIE DIDNT COME IN, COVERED THE POST"
S103389,late_handover,shift handover delayed by 25 min
S100108,routine,niks om te rapporteer nie
S108169,client_requested,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED
S105080,client_requested,"client says stay till 6am, dont know if office approved"
S108856,absence_cover,no relief. stayed. someone must please sort the roster
S105331,absence_cover,"tshabalala didnt come in, covered the post"
S105996,routine,akukho lutho
S106246,client_requested,"extra patrol per client email, approved by office"
S109266,absence_cover,stood in for Jacobs
S103118,client_requested,KLIENT HET EKSTRA URE GEVRA VIR STOCKTAKE
S103564,client_requested,Client asked for extra patrol after the break-in Tuesday
S106895,absence_cover,COVERED FOR NAIDOO AGAIN - 3RD TIME THIS MONH
S104664,equipment_failure,"gate motor failed, manned it by hand till 6am"
S104110,absence_cover,"Mahlangu didnt come in, covvered the post"
S102815,client_requested,Client requested deep clean before the audit - approved..
S106531,absence_cover,reliief no show AGAIN
S105761,equipment_failure,"scrubber broke down, had to do the floor manually !"
S104827,blank,fine
S109104,absence_cover,"covering ncobo post, no show no call"
S101256,routine,no incidents
S108577,blank,fine
S107482,absence_cover,"covering tshabalala post, no show no call"
S102168,client_requested,"requested by centre management for load in, signed off"
S108588,absence_cover,"Mokoena didnt come in, covered the post"
S102903,blank,fine
S107590,blank,
S107990,absence_cover,Next shift guard did not pitch. Had to cover.
S104917,client_requested,"client wantde extra man on the gate for the event, approved"
S106054,blank,n/a
S106651,absence_cover,"covering mavuso post, no show no call"
S105903,blank,n/a
S108918,equipment_failure,"gate motor failed, manned it by hand till six"
S103566,blank,fine
S100580,equipment_failure,"scrubber broke down, had to do the floor manually !"
S102756,routine,no incidents
S108062,absence_cover,"uBotha akezanga namhlanje, ngimele yena"
S102048,routine,all quiet
S101479,absence_cover,stood in for mavuso !
S100486,absence_cover,"waited for relif, noody came through"
S100254,client_requested,klient het ekstra ure gevra vir stocktake
S103600,client_requested,"requested by centre management for load in, signed off"
S109196,blank,ok
S104748,absence_cover,"next shift akafikanga, ngihlale kuze kube 6.."
S104029,late_handover,"handover late again, keys missing"
